,Company,TypeName,Inches,Cpu,Ram,Memory1,Memory2,Gpu,OpSys,Price
950,HP,Workstation,15.6,Intel Core i7,8,8GB SSD,No memory,Nvidia Quadro M1000M,Windows 10,119826.72
951,Dell,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,94572.0
952,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,77788.8
953,Asus,2 in 1 Convertible,12.5,Intel Core M,8,64GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,61751.52
954,Lenovo,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,79333.3872
955,Dell,Gaming,17.3,Intel Core i7,16,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,168045.12
956,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,101178.72
957,HP,2 in 1 Convertible,11.6,Intel Pentium Quad,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,41292.0
958,Dell,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,67559.04
959,Acer,2 in 1 Convertible,11.6,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,20725.92
960,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,81784.8
961,Lenovo,Ultrabook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,93772.8
962,Acer,Notebook,15.6,Intel Core i5,12,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,53759.52
963,Toshiba,Ultrabook,12.5,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,95371.2
964,HP,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce 930MX,Windows 10,45101.52
965,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,Linux,24808.2336
966,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,43956.0
967,HP,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,36496.8
968,Dell,Gaming,17.3,Intel Core i7,32,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,167778.72
969,Lenovo,Notebook,15.6,Intel Core i5,6,256GB SSD,No memory,Nvidia GeForce 920MX,Windows 10,37029.6
970,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,101178.72
971,Dell,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,104587.5744
972,Dell,Gaming,17.3,Intel Core i7,32,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,149184.0
973,Toshiba,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,62870.4
974,Asus,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,109218.672
975,HP,Notebook,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce 930MX,Windows 10,52161.12
976,Lenovo,Notebook,14.0,Intel Core i5,4,508GB Hybrid,No memory,Intel HD Graphics,Windows 7,53386.56
977,Asus,2 in 1 Convertible,15.6,Intel Core i7,16,512GB SSD,2TB HDD,Nvidia GeForce GTX,Windows 10,95850.72
979,Asus,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,93186.72
980,Dell,2 in 1 Convertible,15.6,Intel Core i7,12,512GB SSD,No memory,Intel HD Graphics,Windows 10,69210.72
981,Toshiba,Notebook,13.3,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 7,63669.6
982,Lenovo,Notebook,15.6,AMD A12-Series,6,256GB SSD,No memory,AMD Radeon 530,Windows 10,29250.72
983,Fujitsu,Notebook,15.6,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,34578.72
984,Toshiba,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,48751.2
985,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,AMD Radeon R5,Windows 10,31914.72
986,HP,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,42943.68
987,Lenovo,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,63349.92
988,Dell,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,AMD Radeon R7,Windows 10,39906.72
989,Dell,Notebook,14.0,Intel Core i5,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,59620.32
990,HP,Netbook,12.5,Intel Core M,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,101658.24
991,HP,Notebook,15.6,Intel Core i3,4,128GB SSD,1TB HDD,AMD Radeon 520,Windows 10,26586.72
992,Lenovo,Notebook,15.6,Intel Celeron Dual,4,128GB SSD,No memory,Intel HD Graphics,No OS,14418.6336
993,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,71874.72
995,Asus,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,61272.0
996,HP,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,71874.72
997,Acer,Notebook,15.6,Intel Pentium Quad,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,20246.4
998,Asus,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,95850.72
999,HP,Ultrabook,14.0,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,111301.92
1000,Acer,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,67132.8
1001,HP,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,63349.92
1002,Dell,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,29144.16
1003,HP,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,41505.12
1004,Toshiba,Notebook,13.3,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,63669.6
1005,HP,Notebook,14.0,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,58607.4672
1006,HP,Notebook,14.0,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,64202.4
1007,HP,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,77202.72
1008,HP,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,55904.5728
1009,HP,Notebook,14.0,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,36443.52
1010,Dell,Gaming,15.6,Intel Core i5,8,1.0TB Hybrid,No memory,Nvidia GeForce GTX,Windows 10,50562.72
1011,HP,Ultrabook,12.5,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,81997.92
1012,HP,Notebook,14.0,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,84715.2
1013,HP,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,100550.5488
1014,HP,Notebook,13.3,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,42624.0
1015,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,64468.8
1016,HP,Notebook,15.6,Intel Core i3,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,41025.0672
1017,Lenovo,Notebook,17.3,Intel Core i7,16,512GB SSD,No memory,Nvidia Quadro 3000M,Windows 7,158135.04
1018,Toshiba,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,79387.2
1019,HP,Notebook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,118761.12
1020,Dell,2 in 1 Convertible,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,42410.3472
1021,Toshiba,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,84715.2
1022,HP,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,61218.72
1023,HP,Notebook,14.0,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,63159.7104
1024,Dell,Notebook,15.6,Intel Core i5,8,500GB HDD,No memory,Intel HD Graphics,Windows 10,55754.3232
1025,HP,Ultrabook,12.5,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,83063.52
1026,HP,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,63349.92
1027,HP,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,56476.8
1028,Dell,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,86526.72
1029,HP,Notebook,17.3,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,57542.4
1030,HP,Notebook,14.0,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,51841.44
1031,Acer,Notebook,15.6,AMD A9-Series,6,1TB HDD,No memory,AMD Radeon R5,Windows 10,21791.52
1032,MSI,Gaming,17.3,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,63499.104
1033,HP,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,63669.6
1034,HP,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,65480.5872
1035,HP,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,71874.72
1036,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,39533.76
1037,Toshiba,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,91908.0
1038,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,56633.976
1039,HP,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,53839.9728
1040,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,45128.16
1041,Vero,Notebook,14.0,Intel Atom,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,11231.424
1042,Toshiba,Notebook,15.6,Intel Core i7,16,256GB SSD,No memory,Nvidia GeForce 930M,Windows 10,75924.0
1043,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,55922.688
1044,HP,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,53280.0
1045,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,500GB HDD,Intel HD Graphics,Windows 10,112065.9552
1046,HP,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,78268.32
1047,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,82351.6992
1048,Lenovo,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,122010.6672
1049,Asus,Netbook,11.6,Intel Celeron Dual,4,16GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,15339.312
1050,Lenovo,Notebook,14.0,Intel Core i7,16,256GB SSD,No memory,Intel HD Graphics,Windows 7,139593.6
1051,HP,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce 940MX,Windows 10,52161.12
1052,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,58288.32
1053,HP,Notebook,15.6,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,52161.12
1054,Dell,Ultrabook,13.3,Intel Core i7,16,1TB SSD,No memory,Intel HD Graphics,Windows 10,120093.12
1055,HP,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,37570.392
1056,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,No OS,26586.72
1057,Acer,Notebook,15.6,AMD A8-Series,8,1TB HDD,No memory,AMD Radeon R5,Windows 10,23922.72
1058,Dell,2 in 1 Convertible,13.3,Intel Core i7,12,256GB SSD,No memory,Intel HD Graphics,Windows 10,69210.72
1059,MSI,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,96916.32
1061,Asus,Gaming,17.3,Intel Core i7,16,1TB HDD,No memory,Nvidia GeForce GTX,No OS,53173.44
1062,Dell,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,29783.52
1063,Dell,Notebook,15.6,Intel Core i7,16,2TB HDD,No memory,AMD Radeon R7,Windows 10,52746.6672
1064,MSI,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,102777.12
1065,Dell,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,77682.24
1066,Asus,Gaming,17.3,Intel Core i7,64,1TB SSD,No memory,Nvidia GeForce GTX,Windows 10,211788.0
1067,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,42517.9728
1068,Dell,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,70809.12
1069,Apple,Ultrabook,12.0,Intel Core M,8,256GB Flash Storage,No memory,Intel HD Graphics,Mac OS X,69264.0
1070,Dell,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,25679.8944
1071,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,63882.72
1072,HP,Ultrabook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,63882.72
1073,HP,Notebook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,58075.2
1074,Lenovo,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,91294.7472
1075,Lenovo,Notebook,17.3,Intel Core i5,8,1.0TB HDD,No memory,AMD Radeon R5,Windows 10,35111.52
1076,Lenovo,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,52054.56
1077,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,133146.72
1078,Lenovo,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,28771.2
1079,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 7,50083.2
1080,Lenovo,Ultrabook,12.5,Intel Core M,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,74538.72
1081,Lenovo,Gaming,17.3,Intel Core i7,32,512GB SSD,1.0TB Hybrid,Nvidia GeForce GTX,Windows 10,172627.2
1082,Lenovo,2 in 1 Convertible,10.1,Intel Atom,4,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10,34433.2656
1083,HP,Ultrabook,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,109170.72
1084,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,39960.0
1085,HP,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 7,54931.1472
1086,HP,Workstation,15.6,Intel Core i7,8,256GB SSD,No memory,AMD FirePro W4190M,Windows 7,79653.6
1087,Lenovo,Notebook,14.0,Intel Core i5,8,180GB SSD,No memory,Intel HD Graphics,Windows 7,63882.72
1088,HP,Notebook,13.3,Intel Pentium Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,32767.2
1089,Acer,Notebook,15.6,AMD A8-Series,4,500GB HDD,No memory,AMD Radeon R5,Windows 10,20619.36
1090,Dell,Notebook,15.6,Intel Pentium Quad,4,500GB HDD,No memory,Intel HD Graphics,Linux,20965.1472
1091,HP,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,No OS,18434.3472
1092,Asus,Gaming,17.3,Intel Core i7,8,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,85194.72
1093,Dell,Ultrabook,13.3,Intel Core i5,4,256GB SSD,No memory,AMD Radeon 530,Windows 10,43601.688
1094,HP,Netbook,12.5,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 7,85194.72
1095,Acer,Notebook,15.6,Intel Core i5,8,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,42570.72
1096,Dell,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,AMD Radeon R7,Windows 10,34035.264
1097,MSI,Gaming,17.3,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,85194.72
1098,HP,Notebook,15.6,Intel Pentium Quad,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,26640.0
1099,Asus,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,122490.72
1100,Dell,Ultrabook,12.5,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 7,60480.792
1101,Dell,Ultrabook,12.5,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 7,62176.1616
1102,Acer,Notebook,15.6,Intel Celeron Dual,4,16GB SSD,No memory,Intel HD Graphics,Chrome OS,11135.52
1103,HP,Workstation,17.3,Intel Core i7,8,1TB HDD,No memory,AMD FirePro W6150M,Windows 7,154458.72
1104,Lenovo,Gaming,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,63882.72
1105,Dell,Ultrabook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,75289.968
1106,MSI,Gaming,17.3,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,80516.2032
1107,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,46193.76
1108,HP,Notebook,15.6,AMD A6-Series,4,1TB HDD,No memory,AMD Radeon R4,Windows 10,21205.44
1109,Asus,Gaming,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,71341.92
1110,HP,Notebook,13.3,Intel Core M,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,90522.72
1111,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,AMD Radeon R5,Windows 7,40980.312
1112,Lenovo,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,22857.12
1113,HP,Ultrabook,13.3,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,104908.32
1114,Lenovo,2 in 1 Convertible,10.1,Intel Atom,4,64GB Flash Storage,No memory,Intel HD Graphics,Android,29250.72
1115,Dell,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel Iris Plus,Windows 10,73473.12
1116,Lenovo,Gaming,17.3,Intel Core i7,16,256GB SSD,1.0TB Hybrid,Nvidia GeForce GTX,Windows 10,146519.4672
1117,Razer,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,54825.12
1118,Toshiba,Ultrabook,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,118601.28
1119,Asus,Gaming,17.3,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,69929.4672
1120,Vero,Notebook,13.3,Intel Atom,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,10442.88
1121,HP,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,90043.2
1122,HP,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,80612.64
1123,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Linux,27899.0064
1124,Asus,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,23176.8
1125,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,88924.32
1126,Lenovo,2 in 1 Convertible,10.1,Intel Atom,4,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10,25521.12
1127,HP,Ultrabook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,100965.6
1128,Lenovo,Gaming,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,No OS,52693.92
1129,HP,Gaming,17.3,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,60153.12
1130,HP,Notebook,15.6,Intel Core i7,8,2TB HDD,No memory,Intel HD Graphics,Windows 10,33513.12
1131,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,512GB SSD,No memory,Nvidia Quadro M500M,Windows 7,109244.2464
1132,Asus,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,14811.84
1133,HP,Ultrabook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,40066.56
1134,Acer,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Nvidia GeForce 940MX,Windows 10,32820.48
1135,Lenovo,Notebook,15.6,Intel Core i7,16,1.0TB Hybrid,No memory,AMD Radeon R7,Windows 10,58554.72
1136,HP,Workstation,17.3,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M3000M,Windows 7,210424.032
1137,Dell,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,AMD Radeon R7,Windows 10,41771.52
1138,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,127818.72
1139,HP,Ultrabook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,115709.2416
1140,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,130003.2
1141,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,60888.384
1142,HP,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,86793.12
1143,HP,Workstation,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M1000M,Windows 7,118761.12
1144,HP,2 in 1 Convertible,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,95850.72
1145,HP,Workstation,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M1000M,Windows 7,101178.72
1146,HP,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,122381.496
1147,Dell,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,53807.472
1148,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,84129.12
1149,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,124621.92
1150,Lenovo,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,No OS,18061.92
1151,HP,Notebook,15.6,AMD E-Series,4,500GB HDD,No memory,AMD Radeon R2,Windows 10,15824.16
1152,Lenovo,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,AMD Radeon R5,No OS,31914.72
1153,Dell,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,63882.72
1154,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 960M,Windows 10,119916.2304
1155,HP,Notebook,15.6,AMD A6-Series,4,256GB SSD,No memory,AMD Radeon 520,Windows 10,25515.2592
1156,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,79536.384
1157,Lenovo,Ultrabook,14.0,Intel Core i7,12,512GB SSD,No memory,Intel HD Graphics,Windows 7,122490.72
1158,Lenovo,Notebook,15.6,Intel Core i5,8,1.0TB Hybrid,No memory,AMD Radeon R5,Windows 10,42010.7472
1159,HP,2 in 1 Convertible,13.3,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,108744.48
1160,Lenovo,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,79866.72
1161,MSI,Gaming,14.0,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,94252.32
1162,HP,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,47898.72
1163,Lenovo,Notebook,15.6,Intel Core i3,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,24455.52
1164,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,No OS,25414.0272
1165,Dell,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,79813.44
1166,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,74059.2
1167,Lenovo,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Nvidia GeForce 920MX,Windows 10,24935.04
1168,HP,Notebook,14.0,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,13266.72
1169,MSI,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,44701.92
1170,HP,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,36177.12
1171,HP,Notebook,15.6,Intel Core i7,16,512GB SSD,No memory,Intel UHD Graphics,Windows 10,61751.52
1172,Asus,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,19660.32
1173,Lenovo,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,No OS,21205.44
1174,Lenovo,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce 940MX,No OS,37775.52
1175,Asus,Notebook,14.0,Intel Core i3,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,40972.32
1176,Lenovo,Notebook,15.6,Intel Core i7,4,1.0TB Hybrid,No memory,Intel HD Graphics,Windows 7,43956.0
1177,Lenovo,Gaming,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,69530.4
1178,MSI,Gaming,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,114731.5536
1179,HP,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,34632.0
1180,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,87219.36
1181,Lenovo,Ultrabook,15.6,Intel Core i7,6,256GB SSD,No memory,Nvidia GeForce 920M,Windows 10,44275.68
